City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Cost_of_Living_Index,Healthcare_Index,Environmental_Quality_Index,Health_Wellness_Index,Mobility_Comfort_Index,Composite_Happiness_Index,Air_Quality_Index_Norm,Decibel_Level_Norm,Green_Space_Area_Norm,Cost_of_Living_Index_Norm,Healthcare_Index_Norm,Cluster
Berlin,June,2030,47.30987557558708,Low,58.5037857591825,44.83129422277687,83.48474070477167,95.07807286693524,0.7970536610229005,0.562110115313267,0.0,0.5155600047688037,0.10423887170590887,0.08767913630127555,0.6550471564609858,0.5072398252095014,0.8294639650075063,0
Berlin,July,2030,62.39695849043768,Low,61.34873168274544,43.59236848535348,81.61375223375987,94.90685575034992,0.0,4.461304989452255,0.9914193111872046,1.8093115741050905,0.09800224842010502,0.3883549809100867,0.6869010563980967,0.48828995278835746,0.8269651196005264,1
Berlin,August,2030,47.86873928357207,Low,63.33970275054333,47.545159792841964,85.2497070379964,93.68957616006806,1.0070997403006066,4.088582467885742,0.0,1.8338437598802524,0.11790018868202501,0.09881693002640957,0.7091932879115489,0.5251158770187017,0.8091994103428871,1
Berlin,September,2030,54.60459013465226,Low,47.20086333475695,46.17424203176727,82.7433492465067,92.65217633117884,1.2444186367288972,1.0771447340823328,0.7036498658650553,1.0506805780866393,0.11099913127932556,0.23305809879561912,0.5284921464263237,0.4997308139216609,0.7940589743320418,0
Berlin,October,2030,52.235527410050985,Low,58.392742733394776,44.52507879652755,82.55667298690017,94.67682433854036,0.0,0.0,0.0,0.0,0.10269741510352157,0.1858442046537908,0.653803845154834,0.49784010675889195,0.8236079030539262,0
Berlin,November,2030,46.248850103242205,Low,54.97440232853684,42.26063296482367,79.73313575932086,92.68823913929262,1.2725391881861663,0.5854957012047753,0.7546696521282015,0.9026065837281882,0.09129843034046656,0.066533582064629,0.6155298406103259,0.4692425653694234,0.7945852966076131,0
Berlin,December,2030,53.110057337263626,Low,62.29768696209696,44.21731161621081,79.19308561714456,90.9122973716602,0.0528509345406824,0.0,0.0,0.02114037381627296,0.10114814713257644,0.2032730228013676,0.6975261885887993,0.4637727928647712,0.7686661360843107,0
Cairo,January,2030,68.9139769511659,Very High,8.844129888835765,109.01533340457568,54.88566317538896,69.74298636858607,0.0,0.6249917344635161,0.0,0.2187471070622306,0.4273346483507997,0.5182349610937894,0.09902473933738874,0.21758070707975058,0.45970850016594833,0
Cairo,February,2030,74.61505478736377,Very High,8.023116545808568,107.58064709395168,54.162330153707416,68.59791348117145,5.355455157125858,0.954871085123096,2.1217778676230608,3.006831409549192,0.42011258670304497,0.6318537701938612,0.08983212985429931,0.21025459647498917,0.4429966188865594,0
Cairo,March,2030,84.87903381234372,Very High,17.394892251314,109.44845335666638,56.34295830458432,71.54719846047857,2.372923631245061,0.0,0.490967424538588,1.0719113086326713,0.4295149291353225,0.8364082609327709,0.19476474143179778,0.23234058251782458,0.4860402547764541,0
Cairo,April,2030,78.62980208554922,Very High,14.74672203197871,109.315967729503,55.31592192632351,65.52025927516073,0.0,0.0,0.0,0.0,0.4288480102696932,0.7118650978697126,0.1651140726846393,0.22193848296378976,0.3980794854226881,0
Cairo,May,2030,73.30560779223228,Very High,17.941672994423143,111.00809573771416,56.98110127799185,67.05774168099553,0.3570597880815219,0.0,0.0,0.14282391523260876,0.43736600664332426,0.6057573350212221,0.2008868609892497,0.2388038654935783,0.4205184268366916,0
Cairo,June,2030,76.77829353918483,Very High,13.627939742628334,107.12875512732414,54.79928565603818,68.0577353247996,1.7543474552561378,1.947405107406086,1.381992256892772,1.7288288339177784,0.417837809550059,0.6749657251334121,0.1525874447437654,0.21670585242558643,0.435112934521813,1
Cairo,July,2030,85.93072842329553,Very High,21.94899340063816,108.98103735223468,58.13466752553121,68.50035920198968,1.4042461118064704,1.018823499126913,0.9188824375845784,1.1480072788131523,0.4271620055908826,0.8573678571120434,0.24575547595246552,0.2504874934575643,0.4415728531595906,0
Cairo,August,2030,82.81921304163691,Very High,10.47566229271654,108.77287753914077,56.957983514836215,71.41193818527516,0.0,0.0,1.7861942429234217,0.4465485607308554,0.42611415074511116,0.7953573597432896,0.11729245736567574,0.23856972259572035,0.48406618510293253,2
Cairo,September,2030,69.56639513225683,Very High,18.56252818346872,114.19219992676877,56.025383048376575,70.12269044468914,1.954492261337777,0.0,0.0,0.7817969045351109,0.4533944559119484,0.531237235207665,0.2078383671333546,0.2291240952532106,0.4652501294463879,0
Cairo,October,2030,67.95086140951759,Very High,20.82275420017797,108.88334867734272,58.329542144874345,69.39066520960925,2.5443319992719378,3.20956727067521,0.7102779137346205,2.3186508228787535,0.426670250963315,0.49904068871023044,0.2331453554930293,0.2524612358038623,0.4545665136201561,1
Cairo,November,2030,66.57435518875474,Very High,11.186491309575883,106.84607714619308,55.75296804160865,69.62200903814099,0.3743352105550075,0.0,0.4250864225480215,0.2560056898590084,0.41641483799796863,0.4716078063649124,0.12525137011262713,0.22636500309212132,0.45794288436444186,0
Cairo,December,2030,69.7455679722556,Very High,8.55864278935002,108.2222545381762,58.37132833017251,67.35263155335375,0.0,1.2219115189505885,0.2577168746739682,0.49209825030119797,0.42334237183554013,0.5348080345001219,0.09582823657611095,0.2528844574819405,0.4248222267008832,0
Denver,January,2030,64.3126680753468,Medium,39.349692306144135,49.84458216016042,99.00247782104854,88.17531156487517,3.726740616878204,4.116222342706384,1.246509991521585,3.243001564578912,0.12947524168701055,0.4265338389914438,0.44058523253273013,0.6644076235013185,0.7287209217935094,1
Denver,February,2030,60.95054141496544,Medium,50.793746568918486,49.15641958944504,95.25402975043568,89.07780094568048,4.609156292555287,2.056596630115671,0.0,2.5634713375626,0.12601110289054973,0.3595288202613548,0.5687204481591643,0.6264423373352399,0.7418923937178693,0
Denver,March,2030,60.45792047565815,Medium,35.46740782993404,50.642645881258254,98.93291863195216,89.84000556500366,0.0,0.5872317937486619,0.0,0.20553112781203164,0.13349261144228355,0.349711202247709,0.3971166027045331,0.6637031094011425,0.7530164655989972,0
Denver,April,2030,61.8583247586339,Medium,41.662548504972335,51.932934943713306,93.65709899686748,88.21107326239698,0.2379229207124543,1.0243179840656822,1.905370155836654,0.930023001667134,0.13998779236334566,0.37762035757972223,0.46648150329000815,0.6102681948889457,0.729242849480299,2
Denver,May,2030,62.19374244456348,Medium,43.39999980839836,46.91387265873449,91.63247008522872,87.0409469578032,1.6385845151582903,0.0,0.0,0.6554338060633161,0.11472235491711258,0.3843050160112299,0.4859351595112215,0.5897622109290521,0.7121653235872415,0
Denver,June,2030,57.19269132942345,Medium,33.73463791351417,51.35666411200486,95.5935566845776,93.78282270398547,1.591809827659149,0.0,3.054959526193504,1.4004638126120357,0.13708690494176626,0.2846372885609857,0.37771536239464726,0.6298811570742264,0.8105603063948229,2
Denver,July,2030,55.22769279025357,Medium,42.00948470590617,49.95207301280868,96.8870729676678,87.49894796375366,0.0,0.0,3.169790076054521,0.7924475190136302,0.13001633945775445,0.24547613336918805,0.47036603091409296,0.6429822364870654,0.7188496652753645,2
Denver,August,2030,61.88797998957677,Medium,32.07855490093285,47.97059040880435,100.22083693630476,85.138628748332,0.0,0.8241032357415263,1.5277844800291227,0.6703822525168148,0.12004176214834339,0.37821136723090143,0.359172759481391,0.6767474909857814,0.68440174938885,2
Denver,September,2030,60.24591709892413,Medium,43.084096737645446,51.380078077751335,90.85172917326456,88.5142636186186,1.8012765270897613,1.1553080448335105,0.0965858784634635,1.1490148961434992,0.1372047684097504,0.34548611150490693,0.4823980993786383,0.5818546578335015,0.7336677915900293,0
Denver,October,2030,59.74410494682366,Medium,34.08072388552568,48.05395179870268,94.50746912029952,87.8358814067121,4.033075201949229,0.0,0.0,1.6132300807796918,0.12046139471361572,0.3354853185405323,0.38159037029226167,0.6188809712900079,0.7237670742540109,0
Denver,November,2030,57.84351027015519,Medium,38.499397905258384,49.96483803081528,97.9807419047192,87.35843227172656,0.0499812535666291,2.14769638110272,1.0119996322718858,1.024686142880575,0.13008059723054818,0.2976076908446047,0.4310647729209778,0.6540592084455747,0.7167988948930962,1
Denver,December,2030,62.81466669733965,Medium,34.93542578102592,49.39446881542448,95.6000616066268,90.77351297928284,3.185693485464512,0.0,1.1224175895880464,1.5548817915828164,0.12720941793160986,0.39667963641964554,0.39116017913461293,0.6299470406672316,0.766640633328692,0
Edinburgh,January,2030,50.66457927532678,Low,66.53218763981074,50.85360064572561,86.22728930168407,90.25580562353964,1.3578113210598008,0.0,0.0,0.5431245284239203,0.13455453578253054,0.15453622020704982,0.7449384644265756,0.5350170920529322,0.7590849013209408,0
Edinburgh,February,2030,59.50385979588821,Low,71.68216271689964,59.26130750567667,85.85140670712441,92.68599791163844,3.2038603213247394,1.536198587498789,0.0,1.819213634154472,0.17687805752325644,0.33069738742897303,0.8026009983346919,0.531210052446546,0.79455258678548,0
Edinburgh,March,2030,59.15008091732775,Low,62.767248679537104,54.01959683961342,84.49759448225359,89.39296209844514,3.452314499098077,4.100153260130637,0.6176004179166743,2.9703795451641226,0.15049183128712743,0.3236468022551341,0.702783712760965,0.5174982795837162,0.7464920448202285,1
Edinburgh,April,2030,55.65965630027869,Low,66.54602747894346,56.39251379815392,84.47426522327133,92.5879577166317,0.0,0.3948531109741695,1.7509950167048045,0.5759473430171604,0.16243684841921976,0.25408488788787265,0.7450934244373189,0.5172619945994721,0.7931217293111928,2
Edinburgh,May,2030,51.119367263491206,Low,73.9883530868164,55.31268469070727,83.6025804453013,94.04827721614149,3.8525994061407474,0.67609050192582,0.3593413639702241,1.867506779122892,0.1570011010190597,0.16359985187335957,0.8284226340539594,0.5084333376676353,0.8144345089377244,0
Edinburgh,June,2030,46.05330553731448,Low,65.3865597608104,54.84494479115764,83.06147254638482,90.1851982579562,1.3460791762961597,0.0,2.2609355529980317,1.1036655587679718,0.1546465470202885,0.06263650481975558,0.7321112554731137,0.5029528519193744,0.7580544150313343,2
Edinburgh,July,2030,44.7321411786718,Low,65.53286919289258,50.76697390871973,86.79143689372182,92.99211809060834,0.9527854184300176,2.6512198392331854,0.0,1.309041111103622,0.134118465799589,0.03630655013972073,0.7337494328355728,0.5407309299848304,0.7990202884876144,1
Edinburgh,August,2030,60.68545971542419,Low,64.54718188851078,57.032715779372765,83.2125611192717,96.09386756332644,1.5291588581204325,0.0,5.382128251402031,1.957195606098681,0.16565955859714446,0.3542459127337868,0.722713024549915,0.5044831174580768,0.8442890827418462,2
Edinburgh,September,2030,52.824402489473165,Low,65.07514043919284,55.68541006590991,84.80852614309724,93.27447711727042,1.8668328009467348,0.0,3.1305219888377573,1.5293636175881333,0.1588773617859344,0.1975801056807588,0.7286243983672798,0.5206474787348447,0.8031412056655546,2
Edinburgh,October,2030,61.80160638573957,Low,63.91686833190997,55.830597441022434,85.61327782004116,89.00734466752692,3.781515210476529,3.663644861147133,0.9771886509758771,3.0391789483360774,0.1596082199294698,0.37648999694134766,0.7156556162544977,0.5287982192899385,0.7408641124889351,1
Edinburgh,November,2030,57.67918468571402,Low,63.16635655311372,58.79300225650177,85.17631481825498,93.76919859704128,1.1648424296115687,0.3436932021243457,0.0724893522601463,0.604351930653185,0.17452065761328087,0.294332787792004,0.7072523890066987,0.5243725409573883,0.8103614679974672,0
Edinburgh,December,2030,42.91037883184012,Low,59.66262142398241,53.0657470703265,84.8180850236041,87.87556211873489,3.270325005347214,0.0,1.125370826805459,1.5894727088402505,0.14569025077055406,0.0,0.6680222485372044,0.5207442936371813,0.724346198391605,0
Frankfurt,January,2030,70.64331139321399,Medium,51.78400943936028,61.195160221286336,87.60258617486616,93.2455354837899,0.80369007115199,3.4989440879803158,0.5793527561113981,1.690944648281756,0.18661287092907777,0.5526994826257877,0.5798080875147078,0.5489464671890096,0.8027188140884994,1
Frankfurt,February,2030,62.62793310681595,Medium,47.96942750113939,59.23774018839243,92.28083517475233,98.5660233153475,0.2955780698589366,0.0,4.244838415164352,1.1794408317346627,0.17675942209958326,0.39295815623925356,0.5370975001690531,0.5963290262350553,0.8803692081958817,2
Frankfurt,March,2030,65.05205574878295,Medium,49.52668635853178,62.12592920677302,90.71395982602392,96.39100884551736,0.0,1.5885496693135888,1.8145805328886,1.009637517481906,0.19129826518092594,0.44126935906901454,0.5545336023489613,0.5804592929800012,0.8486257410329984,2
Frankfurt,April,2030,57.04245462383169,Medium,41.28858156903218,59.51841350360788,86.04719768143227,96.10707194754193,2.076095201614596,1.284406033928415,0.0,1.2799801925207837,0.17817230237198514,0.28164316778893206,0.4622943216432277,0.5331930758813932,0.8444817954536762,0
Frankfurt,May,2030,58.82543234811594,Medium,51.61576621287716,60.131500223474674,89.59875019056342,95.31861468245695,0.6276308794886326,4.529629407264941,0.5239639071064317,1.9674136211147901,0.181258517144866,0.3171767653832137,0.5779243248543693,0.5691641510578394,0.8329745766968667,1
Frankfurt,June,2030,67.60400269623167,Medium,56.221863984074126,59.97571977227132,88.47148406630845,93.65023162773944,1.086276951121394,0.5958610954812555,5.241283397864168,1.9533830133330392,0.18047433455820958,0.49212801797289984,0.6294972480122573,0.5577468977875628,0.8086251926136093,2
Frankfurt,July,2030,56.20406936235725,Medium,50.35000972118934,58.37231777217478,90.87668304498968,93.483785384678,1.6306813973135,0.0,0.0,0.6522725589254,0.17240297567990967,0.2649346895480341,0.5637520763427077,0.5821073973307946,0.806195976199514,0
Frankfurt,August,2030,61.99860321667783,Medium,44.37393851159928,58.14228354275679,92.49428563154018,95.9284287757512,3.1739814853946484,3.2349769347728783,1.9309976033320504,2.8845839221613794,0.17124500729779837,0.38041601689244897,0.4968400226721311,0.5984909096389532,0.8418745697380446,1
Frankfurt,September,2030,55.89228065941425,Medium,52.54027516748781,58.8687656642296,90.06582819725713,92.56150379161208,0.0,2.94616754233136,0.0,1.0311586398159758,0.1749020427266694,0.25872094152756053,0.5882757397924252,0.5738948422270806,0.7927356448451638,1
Frankfurt,October,2030,58.13324351810709,Medium,55.903828104992016,60.19589501213089,87.77390054201905,93.27961009656032,1.2171906231124554,3.6199887682750775,0.0,1.7538723181412594,0.18158267381244234,0.3033818878534541,0.6259363075441849,0.5506815849899764,0.8032161194474151,1
Frankfurt,November,2030,56.48459416829616,Medium,52.25421698856301,62.41376779092003,88.89307626035661,97.38387214303232,0.2057666071376039,2.358444619127804,0.0,0.907762259549773,0.19274721467177872,0.2705253682389016,0.5850728428472871,0.5620168964619225,0.8631161841629512,1
Frankfurt,December,2030,58.84223948696523,Medium,50.44407366836044,63.1343138651128,87.7856298146161,93.6185873307566,4.330275927507845,0.3043990924443641,0.0133190566356962,1.8419798175175894,0.19637436865612565,0.3175117208346744,0.564805278632446,0.5508003822047913,0.8081633567425835,0
Geneva,January,2030,61.86321073415995,Low,74.8180287825983,32.54578289932995,119.00762933523028,98.88004601752776,0.0,0.0,0.5447462574619679,0.13618656436549198,0.0423948856755888,0.3777177319248045,0.8377122329791268,0.8670251568709344,0.8849522440668282,0
Geneva,February,2030,56.05945775478753,Low,75.13197144452317,35.18510006363479,118.66785835251568,99.58850431626767,0.0,0.0,0.0,0.0,0.05568093373183336,0.26205267335632454,0.8412273430752867,0.86358386534263,0.8952919098733177,0
Geneva,March,2030,52.37226011674042,Low,75.05376020475757,29.92434811452437,119.46954758774028,105.85635633446896,0.4390988109502721,1.2157517298157323,0.2620252145306906,0.6666589334482877,0.029198855657570327,0.18856919942590988,0.8403516382034236,0.8717035886676461,0.9867687057665989,0
Geneva,April,2030,56.01403739805136,Low,80.29443153975285,32.094068760623784,121.98296617752214,98.33210073934558,1.021602870313116,1.4477621453385925,2.449639316592104,1.5277677281417796,0.04012100368986088,0.26114747490270973,0.8990296675204658,0.8971601654211849,0.8769552016626038,2
Geneva,May,2030,59.33914023276155,Low,74.04650956191013,32.33890723151851,124.29194844776644,100.44538667226044,1.7338999437284517,0.0,0.2240057928386245,0.7495614257010369,0.04135349508358907,0.32741463263494,0.8290737924900434,0.9205461563675379,0.9077977654927679,0
Geneva,June,2030,58.288713133159234,Low,82.06468518676576,34.67087285776692,118.08021451122907,101.97074567408552,1.929768208290308,0.0,1.1887473149787784,1.0690941120608177,0.05309236746879073,0.306480297140434,0.9188506005189511,0.8576320511043358,0.9300597706691401,0
Geneva,July,2030,43.08914610440862,Low,67.57700824296043,36.345128360934346,122.41877851447084,98.87878936664646,0.0,0.0,2.6800953129305376,0.6700238282326344,0.06152039551117766,0.0035627165948056705,0.7566369683135251,0.9015741895120293,0.8849339037493088,2
Geneva,August,2030,66.05570500739064,Low,69.48069114255466,35.38497728258829,119.48117411504658,100.85977361824796,0.0,0.0,0.0,0.0,0.056687094860279674,0.46127144232301653,0.7779518636489416,0.8718213452506336,0.9138455774016742,0
Geneva,September,2030,55.39769938021833,Low,69.78242289313917,32.84007512883742,119.37694249053114,98.84920032820366,0.0,3.639942342105284,4.666384856264884,2.44057603380307,0.043876322145860625,0.24886425520262756,0.7813302522894298,0.8707656594367343,0.8845020635554993,2
Geneva,October,2030,56.55880151274341,Low,65.34540945590618,36.76525266014245,119.3913061035967,97.4003465694104,0.7533589981875484,0.0,3.356087030094012,1.1403653567985224,0.06363525753093233,0.2720042728153381,0.7316505093886472,0.8709111379574821,0.8633566218336032,2
Geneva,November,2030,54.75112140147645,Low,68.39359650168004,34.24781181368229,122.61543521851732,100.0800436453402,1.88371912836051,0.2541004203765996,5.835557275976215,2.3013121174700677,0.05096272218081571,0.23597837255978027,0.7657800316201547,0.9035659812895747,0.9024657299872124,2
Geneva,December,2030,52.35603500954538,Low,75.62682225502945,32.043059670415786,118.243126883017,98.11354310519728,2.595642865530517,1.2872769868964582,0.0,1.488804091625967,0.0398642292358565,0.1882458434904205,0.8467680206927805,0.8592820712455811,0.8737654403166365,0
Helsinki,January,2030,59.67900671396559,Low,70.57864212547648,28.99888003033496,98.7589751816379,100.43004930878791,4.513175846654945,0.0,0.0,1.805270338661978,0.024540145591438633,0.3341879526907118,0.7902452504779058,0.6619413635416578,0.9075739228009106,0
Helsinki,February,2030,61.92748206697679,Low,72.55205069374625,29.75436188543123,97.33494472975808,98.43435911465136,0.1533182825311813,1.849427720461082,0.0,0.7086270151738512,0.02834316266273995,0.37899861818942593,0.8123408406077799,0.6475184016661346,0.878447621792987,1
Helsinki,March,2030,61.673888929208495,Low,81.6786861458732,30.75175336760388,98.95499969009563,99.56063871164456,0.0,0.8024420293803135,0.0,0.2808547102831097,0.033363927632654056,0.3739446702979864,0.9145286994513154,0.6639267522729324,0.8948852225075105,0
Helsinki,April,2030,56.81843873384648,Low,84.23855836708177,26.637302783865465,94.61019011560592,96.66282605286732,1.2180515745628075,0.0484976255698926,2.5935407829861443,1.1525799945211215,0.01265221139032438,0.2771786753945279,0.9431907252953942,0.6199213570466215,0.8525928045700487,2
Helsinki,May,2030,65.74937865210373,Low,82.81472215246298,29.758889728190237,95.63010723516672,98.14226448298672,1.2981025569870226,0.0,0.0,0.5192410227948091,0.028365955352190414,0.4551665553729244,0.9272485114446295,0.6302513508414878,0.874184617349883,0
Helsinki,June,2030,61.48617124271633,Low,79.72471004527338,31.940033383697106,93.99906373938104,99.38537550645763,0.3286206761416854,2.4087125950394914,0.5696380981199318,1.116907203250479,0.03934560562558595,0.3702035777188183,0.8926506881075839,0.6137317054041427,0.892327326054,1
Helsinki,July,2030,67.13302158501102,Low,70.62723497804154,26.99863635214441,93.55820754646646,97.08399698847133,0.0,0.5389210939236208,0.0,0.18862238287326724,0.014471126986151522,0.48274166779438554,0.7907893282582412,0.6092665957889642,0.8587396260968733,0
Helsinki,August,2030,66.66995649373914,Low,78.15721707062737,30.393828707278065,95.59108665530358,101.4766935586964,1.0881310499072905,0.0,4.417852848619065,1.5397156321176824,0.03156217212485918,0.4735130787945877,0.8750999979686421,0.6298561399560858,0.9228492774429352,2
Helsinki,September,2030,55.73557094537215,Low,84.26344040499208,32.36921265500781,95.64694221880929,98.78953682838718,1.8145176734603128,0.0,2.73465876758571,1.4094717612805527,0.041506049432982584,0.2555978178664827,0.9434693210814378,0.6304218600654521,0.8836312986141538,2
Helsinki,October,2030,51.20453982218269,Low,76.32276361231453,31.521448116906694,99.45846701033189,98.09898477528502,0.3857506582447825,1.1502275584991637,3.243116942705163,1.367659144448911,0.03723849093492765,0.16529728610677552,0.854560241336923,0.6690260041574363,0.8735529673083294,2
Helsinki,November,2030,61.109303206283485,Low,86.19609959879514,27.63496736246696,95.94831918766008,98.63320584056122,4.235213404893116,0.0,1.3744039419605292,2.037686347447379,0.017674351099253083,0.36269284050075934,0.9651086542097247,0.6334742867366359,0.8813497103086828,0
Helsinki,December,2030,61.27515566716961,Low,78.69303404908244,26.851374611835904,95.32858702711312,99.9397021945758,1.0072124735240022,0.2585558177561176,2.026627628110873,1.0000364326519604,0.01372982670400058,0.365998173217417,0.8810993599512198,0.6271974734052881,0.9004175025865556,2
Istanbul,January,2030,67.79727730940692,High,35.071786023366386,80.75581703883891,72.42529816019689,79.04370681065197,0.0,3.032707148720961,0.4593780359189869,1.1762920110320831,0.28507918259653564,0.4959798565215371,0.3926869587752866,0.39522682859529484,0.595448798926781,1
Istanbul,February,2030,70.47809428406917,High,33.39174115291312,78.53423213208757,74.27546388042573,82.4158898328971,3.0293754719771515,0.0,0.1904654449970203,1.2593665500401157,0.27389595527118304,0.5494068120600918,0.3738760630215097,0.4139658026186625,0.6446644627849764,0
Istanbul,March,2030,70.8854771595273,High,29.59290719524848,72.98232140171139,72.76706154445974,79.63351231729233,3.186414012682426,1.7787275952440265,0.0,1.8971202634083797,0.24594821417914722,0.557525690364722,0.3313418005025225,0.39868829970019,0.604056774640151,0
Istanbul,April,2030,67.01764831715775,High,41.36164992130393,78.31317728590241,75.56984929995815,83.0833744448023,0.0,1.9243711221401256,1.9685221802882829,1.1656604378211146,0.2727831881702062,0.4804423528802405,0.4631124433384615,0.4270756848782062,0.6544061340030983,2
Istanbul,May,2030,76.51615240224248,High,31.195692268636407,81.9679258536579,77.95608934446702,81.84687606790938,0.0,2.921192362144025,0.6458776982819432,1.1838867513208944,0.29118081228351733,0.6697414211243667,0.34928764436744003,0.4512441632575595,0.6363599342337126,1
Istanbul,June,2030,64.73720126450866,High,39.99849664781157,81.47820982473293,72.45549363093171,80.79980819439105,0.1049899692585198,1.0467310908243947,0.0,0.408351869491946,0.2887156327354866,0.43499451200133776,0.4478496759117997,0.3955326564114395,0.6210783969743604,0
Istanbul,July,2030,72.79611021422967,High,38.53110444037463,78.8703271261122,70.77808902091706,83.97258746016361,0.8142855543819606,4.752788450173905,0.0,1.9891901793136508,0.27558782250959835,0.5956033764689505,0.4314197803004082,0.3785434531903064,0.6673838426783579,1
Istanbul,August,2030,71.42358600470122,High,38.26953182232536,82.37563304350046,74.19286850314526,77.8819302739102,0.3107837101309476,3.948152074621049,0.0,1.506166710169746,0.29323316786638687,0.5682498530426431,0.42849103992168264,0.4131292545125191,0.5784931345593843,1
